cluster_id,tier,proposed_family,proposed_color,product_id,handle,title,type,variant_count,image_count,total_inventory,tags_count,collection_count,current_option_scheme
48,MEDIUM,Mesh Shorts,Sand Camo,10513610506528,sand-camo-mesh-shorts,Sand Camo Mesh Shorts,Shorts,5,0,-21,2,11,
49,MEDIUM,New York Cargo Wideleg - Black,(same as stem),10523479408928,new-york-cargo-wideleg-black,New York Cargo Wideleg - Black,Sweatpants,5,0,491,4,13,
49,MEDIUM,New York Cargo Wideleg - Black,Cool Grey,10523486880032,new-york-cargo-wideleg-cool-grey,New York Cargo Wideleg - Cool Grey,Sweatpants,5,0,467,4,13,
50,MEDIUM,Hyper Compression,White,10537481404704,white-hyper-compression,White Hyper Compression,Shirts,7,0,217,6,16,
50,MEDIUM,Hyper Compression,Black,10537493594400,black-hyper-compression,Black Hyper Compression,Shirts,7,0,210,6,16,
51,MEDIUM,Print,Waffleknit Zip Up Black with Black,10574937751840,waffleknit-zip-up-black-with-black-print,Waffleknit Zip Up Black with Black Print,Zipup Hoodie,7,0,350,5,15,
51,MEDIUM,Print,Waffleknit Zip Up Navy with Navy,10574944698656,waffleknit-zip-up-navy-with-navy-print,Waffleknit Zip Up Navy with Navy Print,Zipup Hoodie,7,0,351,5,15,
51,MEDIUM,Print,Waffleknit Zip Up Grey with Grey,10574992474400,waffleknit-zip-up-grey-with-grey-print,Waffleknit Zip Up Grey with Grey Print,Zipup Hoodie,7,0,173,5,15,
52,MEDIUM,Waffleknit Sweatpants Black with Black,(same as stem),10575718744352,waffleknit-sweatpants-black-with-black,Waffleknit Sweatpants Black with Black,Sweatpants,5,0,765,4,12,
52,MEDIUM,Waffleknit Sweatpants Black with Black,Navy Navy Print,10575720055072,waffleknit-sweatpants-navy-with-navy-print,Waffleknit Sweatpants Navy with Navy Print,Sweatpants,5,0,752,4,12,
52,MEDIUM,Waffleknit Sweatpants Black with Black,Grey Grey Print,10575720612128,waffleknit-sweatpants-grey-with-grey-print,Waffleknit Sweatpants Grey with Grey Print,Sweatpants,5,0,492,4,12,
53,MEDIUM,Print,Waffleknit Pullover Black with Black,10578169594144,waffleknit-pullover,Waffleknit Pullover Black with Black Print,Waffleknit Pullover,7,0,389,9,17,
53,MEDIUM,Print,Waffleknit Pullover Navy with Navy,10578176639264,waffleknit-pullover-navy-with-navy-print,Waffleknit Pullover Navy with Navy Print,Waffleknit Pullover,7,0,369,9,17,
53,MEDIUM,Print,Waffleknit Pullover Grey with Grey,10578181488928,waffleknit-pullover-grey-with-grey-print,Waffleknit Pullover Grey with Grey Print,Waffleknit Pullover,7,0,262,9,17,
54,MEDIUM,Print,Outlaw Waffleknit Zip Up Black with Grey,10580978794784,outlaw-waffleknit-zip-up,Outlaw Waffleknit Zip Up Black with Grey Print,Zipup Hoodie,7,0,346,5,15,
54,MEDIUM,Print,Outlaw Waffleknit Zip Up Black with Beige,10580991181088,outlaw-waffleknit-zip-up-black-with-beige-print,Outlaw Waffleknit Zip Up Black with Beige Print,Zipup Hoodie,7,0,357,5,15,
54,MEDIUM,Print,Outlaw Waffleknit Zip Up Black with Red,10580993343776,outlaw-waffleknit-zip-up-black-with-red-print,Outlaw Waffleknit Zip Up Black with Red Print,Zipup Hoodie,7,0,363,5,15,
54,MEDIUM,Print,Outlaw Waffleknit Zip Up Grey with Beige,10581047378208,outlaw-waffleknit-zip-up-grey-with-beige-print,Outlaw Waffleknit Zip Up Grey with Beige Print,Zipup Hoodie,7,0,177,5,15,
55,MEDIUM,Print,Reaper Waffleknit Sweatpants Black with Grey,10581118189856,reaper-waffleknit-sweatpants,Reaper Waffleknit Sweatpants Black with Grey Print,Sweatpants,5,0,761,4,12,
55,MEDIUM,Print,Reaper Waffleknit Sweatpants Black with Beige,10581140013344,reaper-waffleknit-sweatpants-black-with-beige-print,Reaper Waffleknit Sweatpants Black with Beige Print,Sweatpants,5,0,756,4,12,
55,MEDIUM,Print,Reaper Waffleknit Sweatpants Black with Red,10581146599712,reaper-waffleknit-sweatpants-black-with-red-print,Reaper Waffleknit Sweatpants Black with Red Print,Sweatpants,5,0,770,4,12,
55,MEDIUM,Print,Reaper Waffleknit Sweatpants Grey with Beige,10581156299040,reaper-waffleknit-sweatpants-grey-with-beige-print,Reaper Waffleknit Sweatpants Grey with Beige Print,Sweatpants,5,0,756,4,12,
56,MEDIUM,Print,Reaper Waffleknit Pullover Black with Grey,10582811476256,reaper-waffleknit-pullover-black-with-grey-print,Reaper Waffleknit Pullover Black with Grey Print,Waffleknit Pullover,7,0,203,9,17,
56,MEDIUM,Print,Reaper Waffleknit Pullover Black with Beige,10582841557280,reaper-waffleknit-pullover-black-with-beige-print,Reaper Waffleknit Pullover Black with Beige Print,Waffleknit Pullover,7,0,204,9,17,
56,MEDIUM,Print,Reaper Waffleknit Pullover Black with Red,10582842605856,reaper-waffleknit-pullover-black-with-red-print,Reaper Waffleknit Pullover Black with Red Print,Waffleknit Pullover,7,0,208,9,17,
56,MEDIUM,Print,Reaper Waffleknit Pullover Black with Purple,10582843621664,reaper-waffleknit-pullover-black-with-purple-print,Reaper Waffleknit Pullover Black with Purple Print,Waffleknit Pullover,7,0,158,9,17,
56,MEDIUM,Print,Reaper Waffleknit Pullover Grey with Beige,10582845391136,reaper-waffleknit-pullover-grey-with-beige-print,Reaper Waffleknit Pullover Grey with Beige Print,Waffleknit Pullover,7,0,129,9,17,
57,MEDIUM,Print,Tombstone Waffleknit Pullover Black with Grey,10582864691488,tombstone-waffleknit-pullover-black-with-grey-print,Tombstone Waffleknit Pullover Black with Grey Print,Waffleknit Pullover,7,0,252,9,17,
57,MEDIUM,Print,Tombstone Waffleknit Pullover Black with Beige,10582953328928,tombstone-waffleknit-pullover-black-with-beige-print,Tombstone Waffleknit Pullover Black with Beige Print,Waffleknit Pullover,7,0,254,9,17,
57,MEDIUM,Print,Tombstone Waffleknit Pullover Black with Red,10582959980832,tombstone-waffleknit-pullover-black-with-red-print,Tombstone Waffleknit Pullover Black with Red Print,Waffleknit Pullover,7,0,256,9,17,
57,MEDIUM,Print,Tombstone Waffleknit Pullover Grey with Beige,10582974071072,tombstone-waffleknit-pullover-grey-with-beige-print,Tombstone Waffleknit Pullover Grey with Beige Print,Waffleknit Pullover,7,0,119,9,17,
58,LOW,(needs manual review),(unknown),10584079466784,signature-leggings-black,Signature Leggings Black,Sweatpants,5,0,50,5,13,
58,LOW,(needs manual review),(unknown),10584084513056,signature-leggings-royal-blue,Signature Leggings Royal Blue,Sweatpants,5,0,50,5,13,
58,LOW,(needs manual review),(unknown),9883500871968,black-liquid-pump-cover,Black Liquid Pump Cover,Pump Cover,7,21,-1,4,12,
58,LOW,(needs manual review),(unknown),9978521780512,amethyst-pump-cover,Amethyst Pump Cover,Pump Cover,7,14,-2,3,11,
58,LOW,(needs manual review),(unknown),9987283288352,arctic-camo-pump-cover,Arctic Camo Pump Cover,Pump Cover,7,17,-2,3,11,
58,LOW,(needs manual review),(unknown),10137379963168,cherry-blossom-heavyweight-sweats,Cherry Blossom Heavyweight Sweats,Sweatpants,7,6,94,7,19,
58,LOW,(needs manual review),(unknown),10137389531424,dusk-blossom-tee,Dusk Blossom Tee,T-Shirts,7,8,-9,5,13,
58,LOW,(needs manual review),(unknown),10160450928928,amethyst-camo-pump-cover,Amethyst Camo Pump Cover,Pump Cover,7,10,0,3,11,
58,LOW,(needs manual review),(unknown),10279666483488,cropped-midnight-pumpcover,Cropped Midnight Pumpcover,Pump Cover,5,9,296,10,19,
58,LOW,(needs manual review),(unknown),10279666516256,cropped-blackout-pumpcover,Cropped Blackout Pumpcover,Pump Cover,5,7,131,10,20,
58,LOW,(needs manual review),(unknown),10279666614560,cropped-cool-grey-pumpcover,Cropped Cool Grey Pumpcover,Pump Cover,5,6,13,9,18,
58,LOW,(needs manual review),(unknown),10375885226272,imprisoned-minds-red,Blood Red Pump Cover,Pump Cover,7,2,17,2,13,
58,LOW,(needs manual review),(unknown),10507635097888,black-with-white-butterfly-wide-leg-sweat,Black with White Butterfly Wide Leg Sweats,Sweatpants,5,0,1270,7,17,
58,LOW,(needs manual review),(unknown),10507645157664,black-with-blue-butterfly-wide-leg-sweat,Black with Blue Butterfly Wide Leg Sweats,Sweatpants,5,0,-47,7,15,
58,LOW,(needs manual review),(unknown),10507645944096,beige-with-black-butterfly-wide-leg-sweat,Beige with Black Butterfly Wide Leg Sweats,Sweatpants,5,0,-28,7,15,
58,LOW,(needs manual review),(unknown),10509162184992,graffiti-pump-cover,Black with White Graffiti Pump Cover,Pump Cover,7,0,-150,2,11,
58,LOW,(needs manual review),(unknown),10509175324960,black-with-blue-graffiti-pump-cover,Black with Blue Graffiti Pump Cover,Pump Cover,7,0,-171,2,11,
58,LOW,(needs manual review),(unknown),10584076714272,morph-wide-leg-sweats-grey,Morph Wide Leg Sweats Grey,Sweatpants,5,0,75,5,13,
59,LONER,Signature Shorts Royal Blue,(single-color style),10584209490208,signature-shorts-royal-blue,Signature Shorts Royal Blue,Shorts,5,0,50,7,16,
60,LONER,Beige Scorpion Acid Wash Stringer,(single-color style),9854152343840,beige-scorpion-acid-wash-stringer,Beige Scorpion Acid Wash Stringer,Tank Tops,7,2,-1,4,12,
61,LONER,Army Green Iron Therapy Heavyweight Tank Top,(single-color style),9854723162400,army-green-iron-therapy-heavyweight-tank-top,Army Green Iron Therapy Heavyweight Tank Top,Tank Tops,7,4,-8,4,11,
62,LONER,Onyx Black Track Pants,(single-color style),9855269077280,onyx-black-track-pants,Onyx Black Track Pants,Tracksuit,5,5,0,2,10,
63,LONER,Death Moth Tee,(single-color style),9883536195872,death-moth-tee,Death Moth Tee,T-Shirts,7,6,0,5,12,
64,LONER,White Stealth Beater,(single-color style),9950542758176,white-stealth-beater,White Stealth Beater,Beater,7,4,0,3,11,
65,LONER,Reaper Tee,(single-color style),9978513129760,reaper-tee,Reaper Tee,T-Shirts,7,6,-1,4,11,
66,LONER,Storm Tee,(single-color style),9978518569248,storm-tee,Storm Tee,T-Shirts,7,7,0,4,11,
67,LONER,OG Sky Blue Beaters,(single-color style),10020181639456,sky-blue-beaters,OG Sky Blue Beaters,Beater,7,4,0,4,11,
68,LONER,Desert Cola Pump Cover,(single-color style),10035210748192,desert-cola-pump-cover,Desert Cola Pump Cover,Pump Cover,7,12,-19,4,11,
69,LONER,Golden Era Sunset Tee,(single-color style),10035262488864,golden-era-tee,Golden Era Sunset Tee,T-Shirts,7,6,-2,5,11,
70,LONER,Raglan 3/4 Tee Desert Cola,(single-color style),10035346571552,desert-cola-raglan-tee,Raglan 3/4 Tee Desert Cola,T-Shirts,7,4,0,5,11,
71,LONER,Raglan 3/4 Tee Midnight Dusk,(single-color style),10035359416608,midnight-dusk-raglan-tee,Raglan 3/4 Tee Midnight Dusk,T-Shirts,7,4,-1,5,11,
72,LONER,Desert Cola Stringer,(single-color style),10035487965472,medallion-stringer,Desert Cola Stringer,Tank Tops,7,7,-1,5,11,
73,LONER,Cherry Blossom Sweat Shorts,(single-color style),10137383371040,cherry-blossom-sweat-shorts,Cherry Blossom Sweat Shorts,Shorts,7,4,0,4,13,
74,LONER,Flame Pump Cover,(single-color style),10146459713824,flame-pump-cover,Flame Pump Cover,Pump Cover,7,4,0,4,14,
75,LONER,Flame Sweatpants,(single-color style),10146460139808,flame-sweatpants,Flame Sweatpants,Sweatpants,7,4,-3,7,15,
76,LONER,Camo Parachute Pants,(single-color style),10146460664096,camo-parachute-pants,Camo Parachute Pants,Sweatpants,7,8,-2,6,12,
77,LONER,Leather Jacket,(single-color style),10146460926240,leather-jacket,Leather Jacket,Leather Jacket,7,10,0,4,12,
78,LONER,Cutoff Tank Top,(single-color style),10146461122848,cutoff-tank-top,Cutoff Tank Top,Cutoff Tanktop,7,6,0,4,12,
79,LONER,Waffle Flame Long Sleeve,(single-color style),10146461253920,waffle-flame-long-sleeve,Waffle Flame Long Sleeve,Sweatshirts,7,5,-1,5,12,
80,LONER,Camo Jersey,(single-color style),10146461450528,camo-jersey,Camo Jersey,T-Shirts,7,6,-14,6,13,
81,LONER,Samurai Pullover Heavyweight Hoodie,(single-color style),10146461516064,samurai-pullover-heavyweight-hoodie,Samurai Pullover Heavyweight Hoodie,Hoodies,7,4,0,6,15,
82,LONER,Controlled Insanity Gift Card,(single-color style),10148790632736,controlled-insanity-gift-card,Controlled Insanity Gift Card,Gift Card,6,1,-745,5,13,
83,LONER,3D shadow Heavyweight Sweatpants,(single-color style),10279649313056,3d-shadow-heavyweight-sweatpants,3D shadow Heavyweight Sweatpants,Evergreen Sweats,5,5,95,12,18,
84,LONER,Pup Cover,(single-color style),10279685521696,pup-cover,Pup Cover,Pup Cover,5,7,281,9,18,
85,LONER,Inferno Beanie,(single-color style),10362845200672,inferno-beanie,Inferno Beanie,Accessories,1,2,524,2,11,
86,LONER,Evergreen beanies,(single-color style),10421876687136,black-beanie,Evergreen beanies,Accessories,6,12,2171,4,13,
87,LONER,Flame Beater 3 Pack,(single-color style),10423639802144,beater-3-pack,Flame Beater 3 Pack,Beater 3-Pack,7,13,131,2,11,
88,LONER,Sticker,(single-color style),10474096591136,sticker,Sticker,Accessories,1,0,2000,1,9,
89,LONER,Test Pump Cover for reference,(single-color style),10498319384864,test-pump-cover-for-reference,Test Pump Cover for reference,Pump Cover,7,0,225,4,15,
90,LONER,Graffiti Beater Pack,(single-color style),10508144935200,graffiti-beater-pack,Graffiti Beater Pack,Beater 3-Pack,7,0,-146,2,10,
91,LONER,Metamorphosis Flannel Plaid,(single-color style),10513674797344,metamorphosis-flannel-plaid,Metamorphosis Flannel Plaid,Sweatshirts,7,0,-36,6,13,
92,LONER,Tonal Web Skull Beanie,(single-color style),10580377272608,tonal-web-skull-beanie,Tonal Web Skull Beanie,Accessories,1,0,756,2,11,
93,LONER,Collegiate Skull Beanie,(single-color style),10580381597984,tonal-web-skull-beanie-copy,Collegiate Skull Beanie,Accessories,1,0,778,2,11,
94,LONER,Arctic Camo Sweatpants Camo White with Grey EMB,(single-color style),10583915397408,arctic-camo-sweatpants-white,Arctic Camo Sweatpants Camo White with Grey EMB,Sweatpants,5,0,515,4,12,
95,LONER,Signature Long Sleeve Compression Black with White Text,(single-color style),10583930011936,signature-long-sleeve-compression-black-with-white-text,Signature Long Sleeve Compression Black with White Text,Shirts,5,0,50,6,15,
96,LONER,Signature Short Sleeve Compression Black with White Text,(single-color style),10584030216480,signature-short-sleeve-compression-black-with-white-text,Signature Short Sleeve Compression Black with White Text,Shirts,5,0,50,6,15,
